,budget,cast,keywords,production_method,franchise,creative_type,genre,production_companies
Twins(1988),15000000.0,18.652436297381378,19.083386347302934,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Scream(1996),15000000.0,18.602149189356158,18.456011160268975,18.275310324703984,18.806834789750873,18.01463592913939,17.834108927330956,18.273676440784495
Annabelle: Creation(2017),15000000.0,19.190166570828602,19.022410239145245,18.275310324703984,19.40570675520614,18.01463592913939,17.834108927330956,19.116424436114045
Jackass Presents: Bad Grandpa(2013),15000000.0,18.726428148222652,18.868321633946753,18.275310324703984,18.801002202025636,16.594051807777994,17.90034899737404,18.8537442233461
Heaven Can Wait(1978),15000000.0,17.767169992128338,18.215776731293506,18.275310324703984,18.1041296577019,18.77027429612816,17.90034899737404,15.7295503586238
The Color Purple(1985),15000000.0,18.792981689584007,17.850576120440746,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,19.579745750276548
The Imitation Game(2014),15000000.0,18.966660781985922,18.455858049883975,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.72040780708858
Beetlejuice(1988),15000000.0,18.586672591750588,18.882970195224225,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.015124728530438
Ben-Hur(1959),15000000.0,17.6441519761925,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,19.26045758445077,15.7295503586238
Mama(2013),15000000.0,18.848044440855674,18.679094856805058,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,18.97500960766409
Private Benjamin(1980),15000000.0,18.69592262947612,17.650275323448653,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Coal Miner's Daughter(1980),15000000.0,18.166085387705813,18.008114786713715,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Lethal Weapon(1987),15000000.0,18.6223398889733,18.813785083937997,18.275310324703984,19.27068326570134,18.01463592913939,18.97985589795907,15.7295503586238
National Lampoon’s Vacation(1983),15000000.0,18.459343617576234,18.299477279813846,18.275310324703984,18.16151451426838,18.01463592913939,17.90034899737404,15.7295503586238
Halloween(2007),15000000.0,18.71924239864645,18.609805018726632,18.275310324703984,17.39792995953293,18.77027429612816,17.834108927330956,15.7295503586238
The Queen(2006),15000000.0,17.604692987820098,18.756764034702027,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Why Did I Get Married?(2007),15000000.0,18.2765925340037,18.333224157539135,18.275310324703984,17.83373869740258,18.01463592913939,18.157693837343455,15.7295503586238
The Woman in Black(2012),15000000.0,18.605390038927748,18.821942069375662,18.275310324703984,18.579670856629765,18.77027429612816,18.139730905563592,18.206810432255924
Little Women(1994),15000000.0,19.076387900974385,18.243719785855735,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
The Deer Hunter(1979),15000000.0,17.052965574828583,18.648526110922607,18.275310324703984,18.1041296577019,18.36012208329262,17.687104458583065,15.7295503586238
When a Stranger Calls(2006),15000000.0,18.762853882475152,18.85123706159852,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Big Fat Liar(2002),15000000.0,18.727083277048628,18.222495244396697,18.275310324703984,17.680270759577727,18.01463592913939,19.26045758445077,15.7295503586238
Cop Land(1997),15000000.0,18.417549871500846,18.55743326874136,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.540591871708862
Wag the Dog(1997),15000000.0,18.65943681718911,18.320131800316517,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.036787141346416
Snitch(2013),15000000.0,18.148802374870666,18.4734917783798,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.22587408353826
The Lizzie McGuire Movie(2003),15000000.0,18.01835922076169,18.663804733457074,18.275310324703984,18.1041296577019,18.01463592913939,19.26045758445077,15.7295503586238
Krampus(2015),15000000.0,18.420839407398883,18.54390267068442,18.275310324703984,18.1041296577019,18.77027429612816,17.243450079381812,18.93082489691876
End of Watch(2012),15000000.0,18.31387192239341,18.444639775944164,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.024314423348027
The Faculty(1998),15000000.0,18.35869541471483,18.606241800823657,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
What's Love Got to Do With It(1993),15000000.0,18.39721148582485,17.862236649742364,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Not Another Teen Movie(2001),15000000.0,18.160047369614993,18.301832913974504,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.193742423137866
Wild(2014),15000000.0,18.241149238193326,18.235303299824956,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.659975846272484
Lawrence of Arabia(1962),15000000.0,17.73851566270185,18.230706407313104,18.275310324703984,18.1041296577019,17.97936544889208,19.26045758445077,15.7295503586238
The Theory of Everything(2014),15000000.0,18.40567851636813,18.50525615708351,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.445601281708967
Drive(2011),15000000.0,17.971583198430423,18.560897391548,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,17.885983822247734
The Skulls(2000),15000000.0,18.689320731959523,18.556425968535045,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Hawaii(1966),15000000.0,18.37611334394798,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Malibu's Most Wanted(2003),15000000.0,18.027886254249356,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.67286635418527
All About Steve(2009),15000000.0,18.59511529881423,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,17.759993913512062
Halloween 2(2009),15000000.0,18.358951078759432,17.5518320376941,18.275310324703984,17.39792995953293,18.77027429612816,17.834108927330956,15.7295503586238
The Last House on the Left(2009),15000000.0,17.969752130626496,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Because of Winn-Dixie(2005),15000000.0,17.787250826878687,19.39894121953324,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.945458430719484
The Wedding Date(2005),15000000.0,17.66199377690803,18.844461952292907,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.141905634382073
The Princess Bride(1987),15000000.0,18.83556033546824,18.830913489211053,18.275310324703984,18.1041296577019,18.77027429612816,19.26045758445077,15.7295503586238
Halloween: Resurrection(2002),15000000.0,18.13608095286174,17.5518320376941,18.275310324703984,17.39792995953293,18.01463592913939,17.834108927330956,15.7295503586238
The Great Debaters(2007),15000000.0,18.197195596665228,17.593750523866223,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.937996758897082
When the Game Stands Tall(2014),15000000.0,17.6502230123057,17.911176357726678,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,17.12601750899605
Confessions of a Teenage Drama Queen(2004),15000000.0,18.671813184170095,17.99099755278508,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
The Object of my Affection(1998),15000000.0,18.299761564287817,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
Love and Basketball(2000),15000000.0,17.32546003279237,17.585973219521037,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Home Again(2017),15000000.0,17.66990358732891,18.25827098529151,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,17.98596240873411
Book of Shadows: Blair Witch 2(2000),15000000.0,18.508686241013773,17.808199658742765,18.275310324703984,18.493794903382476,18.01463592913939,17.834108927330956,15.7295503586238
Boogie Nights(1997),15000000.0,18.279824371760782,16.934062208781132,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.964956228476055
The November Man(2014),15000000.0,17.72635261412096,18.759625747276466,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,17.12576858535179
The Craft(1996),15000000.0,17.487284038295755,18.053687714796354,18.275310324703984,18.1041296577019,18.77027429612816,18.139730905563592,15.7295503586238
Match Point(2005),15000000.0,17.55520457541245,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
The Remains of the Day(1993),15000000.0,16.65134682286583,18.159781416421897,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Nowhere to Run(1993),15000000.0,17.937796900903457,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Urban Legends: Final Cut(2000),15000000.0,18.862686888363854,17.808199658742765,18.275310324703984,17.784419917846616,18.01463592913939,17.834108927330956,15.7295503586238
The Place Beyond the Pines(2013),15000000.0,17.57930257142041,18.525491169420604,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,17.50173443865602
Flicka(2006),15000000.0,18.203857057329152,19.49867392994556,18.275310324703984,16.806521161046753,18.01463592913939,17.687104458583065,15.7295503586238
Keanu(2016),15000000.0,17.94098657012601,18.642025077391605,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.58039548059182
Country Strong(2010),15000000.0,18.120790127327055,17.63862423936984,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.127644467915417
Tuck Everlasting(2002),15000000.0,18.27605816894643,18.243719785855735,18.275310324703984,18.1041296577019,19.19151692521183,17.687104458583065,15.7295503586238
Disturbing Behavior(1998),15000000.0,17.40314665315176,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,19.00887398792515
The Big Lebowski(1998),15000000.0,18.293461362709145,18.29658643911609,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.445601281708967
A Most Wanted Man(2014),15000000.0,17.719881300615103,18.508264137597585,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,17.589938537805175
The Hurt Locker(2009),15000000.0,17.943007015056725,19.41849428178045,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,17.356798382174194
The Man with the Iron Fists(2012),15000000.0,17.906294748134346,18.615638550122714,18.275310324703984,16.812105600135453,18.01463592913939,18.97985589795907,18.16830256250375
Firestarter(1984),15000000.0,17.437086867830587,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,17.834108927330956,15.7295503586238
Killing Them Softly(2012),15000000.0,18.066923066540976,18.266944333131153,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,17.983440321598593
One Day(2011),15000000.0,18.343028907034046,18.554750065969188,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.530558042409535
Whip It(2009),15000000.0,18.786421282280184,18.004710462474915,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
U2 3D(2008),15000000.0,17.43448286978752,19.04504216180274,18.275310324703984,18.1041296577019,16.594051807777994,17.41983105542349,15.7295503586238
Highlander: Endgame(2000),15000000.0,18.16325538991282,17.808199658742765,18.275310324703984,16.358883071017758,18.77027429612816,18.97985589795907,15.7295503586238
The Founder(2017),15000000.0,18.053937148830222,18.156535652095048,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.428046444433246
Idlewild(2006),15000000.0,18.748274680537058,18.49747219824912,18.275310324703984,18.1041296577019,18.16216731290656,18.669715806276724,15.7295503586238
Confidence(2003),15000000.0,18.83175900635007,18.345459002598407,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Knockaround Guys(2002),15000000.0,18.559757344153148,17.815035505679685,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Muse(1999),15000000.0,17.97009243633143,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,16.172493878683934
New York Stories(1989),15000000.0,18.023873346776792,17.557513967675963,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Home Fries(1998),15000000.0,18.59901176038729,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.243450079381812,15.7295503586238
Raise Your Voice(2004),15000000.0,18.203857057329152,18.117358669320407,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Brazil(1985),15000000.0,18.237539471045842,19.059129398425917,18.275310324703984,18.1041296577019,18.77027429612816,17.243450079381812,17.30700183607826
The Dark Half(1993),15000000.0,17.9414891110691,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Black Snake Moan(2007),15000000.0,17.699192387350685,18.054750098000994,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Dark Blue(2003),15000000.0,17.810009624515068,18.23806496617643,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Peeples(2013),15000000.0,17.43376501618426,18.441376173165764,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
A Mighty Heart(2007),15000000.0,17.224294907503996,18.638636852463744,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.687982929681496
Brainstorm(1983),15000000.0,19.006923642727287,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,18.139730905563592,15.7295503586238
The Love Letter(1999),15000000.0,18.762121022108545,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
In Bruges(2008),15000000.0,18.316984758675673,17.833074994049152,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,17.84283481042614
Promised Land(2013),15000000.0,17.83525751955677,18.328250546618726,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.207421736125152
Mulholland Drive(2001),15000000.0,16.550492954696097,17.856285226326438,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Rocker(2008),15000000.0,17.705190517756424,17.892311051083492,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.821921003563627
Whatever Works(2009),15000000.0,17.55520457541245,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
The In Crowd(2000),15000000.0,16.835866485124384,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Los tres entierros de Melquiades Estrada(2005),15000000.0,18.701295149843702,18.093031159289822,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Se jie(2007),15000000.0,18.813594440728615,18.266100126027652,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
"Kiss Kiss, Bang Bang(2005)",15000000.0,17.76135246934054,18.356881295100777,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,17.277658688103386
Idle Hands(1999),15000000.0,17.9893279944595,17.470646250817943,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
Scouts Guide to the Zombie Apocalypse(2015),15000000.0,17.5870371250466,18.562020494592883,18.275310324703984,18.1041296577019,18.77027429612816,17.90034899737404,19.07388779414115
Blood and Chocolate(2007),15000000.0,15.599865575715112,19.40305039949147,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,18.070309464558836
You Will Meet a Tall Dark Stranger(2010),15000000.0,18.08732316758711,18.613031759583993,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,17.655644598850422
Never Let Me Go(2010),15000000.0,17.397322222953107,19.19525565237524,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,18.177424544441966
The Company(2003),15000000.0,17.30673905429767,18.191594157173974,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Transsiberian(2008),15000000.0,17.199276503652438,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Crazy in Alabama(1999),15000000.0,18.826176922935517,18.42296865959263,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Clan of the Cave Bear(1986),15000000.0,18.924931439013392,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,19.26045758445077,15.7295503586238
Banlieue 13(2006),15000000.0,17.986231554377227,18.503969917776907,18.275310324703984,16.171197208996716,18.873247430393473,18.97985589795907,15.7295503586238
Felicia's Journey(1999),15000000.0,15.390721121084248,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Nie yin niang(2015),15000000.0,15.641897325046491,18.17571220484859,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,16.61874764779018
Things to Do in Denver when You're Dead(1995),15000000.0,18.274971778453285,17.815035505679685,18.275310324703984,18.1041296577019,18.01463592913939,17.243450079381812,15.7295503586238
The Reluctant Fundamentalist(2013),15000000.0,15.365788059160622,18.565678523580992,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Return(2004),15000000.0,15.504244678531428,17.77577296797954,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Buffalo Soldiers(2003),15000000.0,18.681360743240315,17.650275323448653,18.275310324703984,18.1041296577019,18.16216731290656,17.90034899737404,15.7295503586238
Centurion(2010),15000000.0,17.246976970409648,18.91715169651816,18.275310324703984,18.1041296577019,18.16216731290656,18.97985589795907,15.7295503586238
Silent Trigger(1996),15000000.0,17.65666562199392,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Midnight Meat Train(2008),15000000.0,16.463550300797742,18.0180809543766,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,16.81693657428655
Winnie Mandela(2013),15000000.0,11.695741992344114,18.333947722045778,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,11.65704996558188
The Son of No One(2011),15000000.0,16.75789207084973,18.493043845153522,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,16.698632492418437
Khumba(2013),15000000.0,16.721402339211526,18.94371448344456,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,16.75986446652667
A Few Best Men(2015),15000000.0,18.883289662389966,17.808199658742765,18.275310324703984,16.566535495138645,18.01463592913939,17.90034899737404,15.7295503586238
Automata(2014),15000000.0,16.650324885783757,17.897097685356922,18.275310324703984,18.1041296577019,18.873247430393473,18.139730905563592,17.053510791825047
Chiamatemi Francesco - Il papa della gente(2015),15000000.0,14.959744098996408,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Bathory(2008),15000000.0,16.66700903934719,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Dungeons & Dragons: Wrath of the Dragon God(2005),15000000.0,16.506804739904823,17.808199658742765,18.275310324703984,16.619787952628577,18.77027429612816,19.26045758445077,18.865045587436672
In Dubious Battle(2017),15000000.0,13.18066952241667,17.361458744134595,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.22482947486919
Broken Horses(2015),15000000.0,13.178359551010244,12.267591878973576,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Pandaemonium(2001),15000000.0,11.93579287918329,17.808199658742765,18.49769525485193,18.1041296577019,18.36012208329262,17.93926617777437,15.7295503586238
Groundhog Day(1993),14600000.0,18.16273416134095,18.328215495830495,18.275310324703984,18.1041296577019,18.77027429612816,18.157693837343455,15.7295503586238
Magic Mike XXL(2015),14500000.0,18.635627580093168,18.14854253663588,18.275310324703984,18.758034276132147,18.01463592913939,17.90034899737404,19.280444251043413
Romeo+Juliet(1996),14500000.0,18.904166209420648,18.363156469719673,18.275310324703984,18.862772318142287,18.01463592913939,17.687104458583065,19.20294838054804
Elle s'appelait Sarah(2011),14500000.0,16.896124933210633,18.441294055360345,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,17.462522856892083
Freedom(2015),14500000.0,14.605142872381895,18.311495058768266,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,13.512910613802816
Unforgiven(1992),14400000.0,18.77299450397121,18.754491255488627,18.275310324703984,18.1041296577019,18.16216731290656,17.75837214108549,19.38447000987544
Manderlay(2006),14200000.0,16.180873967594493,18.97450845687889,18.275310324703984,13.110119820936298,18.16216731290656,17.687104458583065,15.7295503586238
Pretty Woman(1990),14000000.0,19.351023450942314,18.382470568913305,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.754160971932478
Fatal Attraction(1987),14000000.0,19.180147262871916,18.388186453793264,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,19.488833828572194
Slumdog Millionaire(2008),14000000.0,19.108088654286426,18.677737620793565,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.77074090724335
Towering Inferno(1974),14000000.0,18.988416031480092,19.579141128630155,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Born on the Fourth of July(1989),14000000.0,18.651537955780448,18.39383010803636,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.96871989277187
Cool Runnings(1993),14000000.0,18.80377121223541,18.15860489408251,18.275310324703984,18.1041296577019,18.01463592913939,19.26045758445077,19.758072303309614
My Bloody Valentine(2009),14000000.0,18.62870456275003,19.720050409174043,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,15.7295503586238
The Possession(2012),14000000.0,18.24257818423951,18.342757933315493,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
First Blood(1982),14000000.0,18.20636841668017,18.589460775462662,18.275310324703984,18.992821322356633,18.01463592913939,18.97985589795907,15.7295503586238
The Spy Who Loved Me(1977),14000000.0,19.08161223273645,19.358845053023764,18.275310324703984,19.457379386259362,18.01463592913939,18.97985589795907,15.7295503586238
Urban Legend(1998),14000000.0,18.631617405266567,17.808199658742765,18.275310324703984,17.784419917846616,18.01463592913939,17.834108927330956,15.7295503586238
Taps(1981),14000000.0,17.750705678743493,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.091567965712823
Tyler Perry's Good Deeds(2012),14000000.0,17.928906680654862,18.53079126883318,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
White Fang(1991),14000000.0,17.90449199311389,19.39894121953324,18.275310324703984,17.267778102909965,18.16216731290656,19.26045758445077,17.267778102909965
Dangerous Liaisons(1988),14000000.0,17.681345344448868,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
The Iron Lady(2012),14000000.0,18.53374547991524,18.595741217023182,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.07960523844988
Poetic Justice(1993),14000000.0,18.17355509805584,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
All About the Benjamins(2002),14000000.0,17.366590627922825,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Exorcist II: The Heretic(1977),14000000.0,17.333373183656835,18.517302700440684,18.275310324703984,18.8404594342738,18.36012208329262,17.834108927330956,15.7295503586238
Vampire in Brooklyn(1995),14000000.0,17.65074085989961,19.002084204662072,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
My Boss's Daughter(2003),14000000.0,18.350549281244266,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
A Perfect Getaway(2009),14000000.0,17.660831708139316,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.142499379790046
Thinner(1996),14000000.0,18.22951104644242,18.760446065820048,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,15.7295503586238
Dead Man on Campus(1998),14000000.0,18.671813184170095,18.301776948142187,18.275310324703984,18.1041296577019,18.01463592913939,17.243450079381812,18.175318665025827
Tea with Mussolini(1999),14000000.0,16.38714209231798,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
"New York, New York(1977)",14000000.0,18.359793242383674,18.093031159289822,18.275310324703984,18.1041296577019,18.36012208329262,18.669715806276724,15.7295503586238
Crooklyn(1994),14000000.0,17.308377577832054,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.90034899737404,15.7295503586238
I Think I Love My Wife(2007),14000000.0,18.221630008113543,18.44701038349666,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
Hot Tub Time Machine 2(2015),14000000.0,17.276164861053704,18.564456102883266,18.275310324703984,17.435656712766832,18.873247430393473,17.90034899737404,19.333451462198347
Bobby(2006),14000000.0,18.198442638003282,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Head Over Heels(2001),14000000.0,18.634368632171036,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
Fun Size(2012),14000000.0,17.500513688774042,18.48452737276994,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.312339541775433
Le Scaphandre et le Papillon(2007),14000000.0,17.428989765982518,17.789709650151202,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.033305913680014
Little Children(2006),14000000.0,18.993607187694877,17.87687232782647,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Gossip(2000),14000000.0,18.594035020152,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
A Walk on the Moon(1999),14000000.0,18.79742151598727,18.243719785855735,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Suffragette(2015),14000000.0,17.957189301443584,17.991790415719848,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,17.247880916468688
Catch a Fire(2006),14000000.0,18.61139309469797,18.94409364540847,18.275310324703984,18.1041296577019,17.97936544889208,18.139730905563592,18.445601281708967
Mr. Turner(2014),14000000.0,17.41315873002562,18.34327231992273,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.59590359469614
Easy Virtue(2009),14000000.0,17.768642508618097,18.582251002880092,18.275310324703984,18.1041296577019,18.16216731290656,18.157693837343455,15.7295503586238
Jefferson in Paris(1995),14000000.0,16.65134682286583,17.80364633232286,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Flipped(2010),14000000.0,17.9726423123261,18.8651932387973,18.275310324703984,18.1041296577019,18.16216731290656,18.157693837343455,18.189463190814575
Amen(2003),14000000.0,15.456386144457069,18.597798188420626,18.275310324703984,18.1041296577019,18.36012208329262,17.687104458583065,15.7295503586238
Margaret(2011),14000000.0,17.122737960751994,18.239076390179843,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.44752978433088
Brokeback Mountain(2005),13900000.0,18.703181341390625,18.314110515672507,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.389655951986878
Clueless(1995),13700000.0,18.37304812272601,18.298625699487143,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Teenage Mutant Ninja Turtles(1990),13500000.0,18.548706056316615,19.06659933493094,18.275310324703984,19.05443900497194,18.77027429612816,19.26045758445077,15.7295503586238
Far From Heaven(2002),13500000.0,16.694864842512555,17.660789014009815,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.48368640722366
Seven Psychopaths(2012),13500000.0,18.57741669882702,18.728350748200658,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,17.67702289000976
Quills(2000),13500000.0,19.00516766359767,17.97785163397393,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
The Caveman's Valentine(2001),13500000.0,16.96053138217384,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,16.28980491925592
The Last Godfather(2011),13400000.0,14.394661183966958,18.424407630544376,18.275310324703984,18.1041296577019,18.16216731290656,17.90034899737404,11.91382318874351
