,budget,cast,keywords,production_method,franchise,creative_type,genre,production_companies
All the King's Men(2006),55000000.0,19.127169006409048,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Thunderbirds(2004),55000000.0,18.67985421536078,19.10259190438255,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,18.63702207621282
Un long dimanche de fiançailles(2004),55000000.0,18.218817896350878,17.77577296797954,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Lucky You(2007),55000000.0,18.330449722221882,18.516365527571974,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,16.803670588888412
Lolita(1998),55000000.0,18.341399890032406,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Superman II(1981),54000000.0,19.258304976583034,19.699013690082516,18.275310324703984,18.935790381858865,19.860839450804544,19.26045758445077,15.7295503586238
Blade 2(2002),54000000.0,18.818533553485615,19.466057670214077,18.275310324703984,18.71702548633562,19.860839450804544,18.97985589795907,15.7295503586238
"You, Me and Dupree(2006)",54000000.0,18.891711291237723,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.59082245007959
Seven Pounds(2008),54000000.0,18.91433104433932,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.02296301114485
The Godfather: Part III(1990),54000000.0,18.749337694044556,18.67953885174755,18.275310324703984,18.65618763607083,18.16216731290656,17.687104458583065,15.7295503586238
Elizabethtown(2005),54000000.0,18.837635240693395,17.929240275974,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Gigli(2003),54000000.0,18.88639231639865,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.44596563207264
Shaft(2000),53012938.0,18.532679470133814,18.093031159289822,18.275310324703984,18.394804356681686,18.01463592913939,18.97985589795907,18.467496838014657
The Dukes of Hazzard(2005),53000000.0,18.51964506741582,17.808199658742765,18.275310324703984,18.419302176892568,18.01463592913939,17.90034899737404,19.00887398792515
Law Abiding Citizen(2009),53000000.0,18.776428236186753,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.277480047151627
Black Mass(2015),53000000.0,18.549167804677726,18.112871165982057,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.620791926286678
Anastasia(1997),53000000.0,18.683723065492675,17.808199658742765,18.655229440258736,18.1041296577019,17.97936544889208,18.669715806276724,15.7295503586238
Moulin Rouge(2001),53000000.0,19.110477026257236,18.45419441465419,18.275310324703984,18.862772318142287,18.16216731290656,18.669715806276724,19.20294838054804
Domestic Disturbance(2001),53000000.0,18.355891147674,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.32338123593612
Flags of Our Fathers(2006),53000000.0,18.571278450641625,18.497554323960752,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,19.127321184201246
Grindhouse(2007),53000000.0,18.302336668986964,17.8797021442984,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,18.213867299970612
Beloved(1998),53000000.0,18.75034943133528,18.433276323876257,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Zero Dark Thirty(2012),52500000.0,18.733543548867612,18.981000158597556,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.61833438830389
Catch Me if You Can(2002),52000000.0,19.417730024069296,18.58909689285496,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,19.30045669938162
Mamma Mia!(2008),52000000.0,19.470593539861408,18.783525241893592,18.275310324703984,18.1041296577019,18.01463592913939,18.669715806276724,19.528329164891403
The Break-Up(2006),52000000.0,18.76699774836015,18.485218728336676,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.700522459327082
Valentine's Day(2010),52000000.0,18.90520381259499,18.582251002880092,18.275310324703984,18.71671401824588,18.01463592913939,18.157693837343455,18.715903371086696
Casino(1995),52000000.0,18.684812702823816,18.501594824211942,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.59795045631173
The Change-Up(2011),52000000.0,18.70829984693543,18.274750768718054,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.107849734260675
The Thin Red Line(1998),52000000.0,18.67841360603767,18.597798188420626,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.583390985467013
Man on the Moon(1999),52000000.0,17.94066953566262,17.66218398132441,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.230051562376435
From Paris With Love(2010),52000000.0,17.986231554377227,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Bulletproof Monk(2003),52000000.0,19.10161115272582,18.334976985469904,18.275310324703984,18.1041296577019,18.77027429612816,18.97985589795907,18.070309464558836
"Me, Myself & Irene(2000)",51000000.0,18.69712575285884,18.441906941906378,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,19.091567965712823
Barnyard: The Original Party Animals(2006),51000000.0,18.983767227203135,17.808199658742765,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,18.67162615928149
Deck the Halls(2006),51000000.0,18.08411577333572,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.21055427133893
The Adjustment Bureau(2011),50200000.0,18.711521932665033,18.333421714784162,18.275310324703984,18.1041296577019,18.873247430393473,18.139730905563592,18.834929144883034
The Twilight Saga: New Moon(2009),50000000.0,19.58336013187327,18.79404348464008,18.275310324703984,20.29250871451828,18.77027429612816,17.687104458583065,15.7295503586238
Shrek(2001),50000000.0,19.80743811900656,19.94421285634568,19.524538422716148,20.36023573247016,19.19151692521183,19.26045758445077,19.961841827837482
Ted(2012),50000000.0,19.18946707488074,18.90184287051339,19.141718895390603,19.724150758147548,18.01463592913939,19.26045758445077,19.225365779189474
22 Jump Street(2014),50000000.0,19.032744547224908,18.422386510322262,18.275310324703984,19.354242998001844,18.01463592913939,17.90034899737404,19.375274479567413
Robin Hood: Prince of Thieves(1991),50000000.0,19.21903786256363,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,19.26045758445077,18.508161609499147
Jerry Maguire(1996),50000000.0,19.03486784439402,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.627187848964827
Daddy’s Home(2015),50000000.0,18.889467433578734,18.76242467424271,18.275310324703984,19.111232359183198,18.01463592913939,17.90034899737404,18.925119594199533
As Good as it Gets(1997),50000000.0,19.094451348616467,18.379979543486158,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,19.15350305561252
Patch Adams(1998),50000000.0,19.344983247584256,18.390721449915596,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Central Intelligence(2016),50000000.0,19.025858748902966,18.246764861343653,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.067594421758656
Anchorman 2: The Legend Continues(2013),50000000.0,18.81363366119914,18.63723977038025,18.275310324703984,18.640626888433633,18.16216731290656,17.90034899737404,18.375800620975724
Super 8(2011),50000000.0,19.691457996970342,18.915091808207272,18.275310324703984,18.1041296577019,18.873247430393473,18.139730905563592,19.82350002606166
Mr. Deeds(2002),50000000.0,18.960469393645663,18.52149349943479,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.996522966565067
Erin Brockovich(2000),50000000.0,18.75403507904646,18.342025459830218,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.230051562376435
Peter Rabbit(2018),50000000.0,19.28826608469303,18.990270836135974,19.141718895390603,18.1041296577019,19.19151692521183,19.26045758445077,19.214750194198388
How to Lose a Guy in 10 Days(2003),50000000.0,18.397820972583947,18.44701038349666,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
Interview with the Vampire: The Vampire Chronicles(1994),50000000.0,19.071014557320684,19.00583596640007,18.275310324703984,18.1041296577019,18.77027429612816,17.834108927330956,19.129900829185566
Yes Man(2008),50000000.0,19.10452222624877,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.636710041610186
Non-Stop(2014),50000000.0,18.79057275115818,18.6239399866903,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.823104007554367
Stepmom(1998),50000000.0,18.99836837202642,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,19.356242381936738
Disney Planes(2013),50000000.0,19.23137309907933,18.971292144118678,19.524538422716148,19.051088964399423,19.19151692521183,19.26045758445077,19.051088964399423
Failure to Launch(2006),50000000.0,18.501369343809728,18.413380803709575,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.407431561237512
Inside Man(2006),50000000.0,18.514974610921342,18.75137807767491,18.275310324703984,18.94486187241864,18.01463592913939,18.139730905563592,19.15864140853967
The Emoji Movie(2017),50000000.0,19.110456068313354,18.42151785236378,19.524538422716148,18.1041296577019,19.19151692521183,19.26045758445077,19.38424200707325
"Crazy, Stupid, Love(2011)",50000000.0,18.794445662706636,18.33320310892822,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.60513765274821
The Post(2017),50000000.0,19.231294702094875,18.3530992357765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,19.021862099733042
Payback(1999),50000000.0,18.724250399540175,18.53351722305686,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Congo(1995),50000000.0,18.979301904574843,19.37491655477432,18.275310324703984,18.1041296577019,18.01463592913939,19.26045758445077,19.221649703350035
Knowing(2009),50000000.0,18.965185407107985,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.758996633359985
The Ring Two(2005),50000000.0,18.985629775893376,19.06599960753698,18.275310324703984,18.884925232630454,18.01463592913939,17.834108927330956,19.132385121087786
We Bought a Zoo(2011),50000000.0,18.897073627058084,18.77650210449696,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.918928613111177
Moneyball(2011),50000000.0,18.777660824379694,18.893834442588936,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,19.193742423137866
Garfield: The Movie(2004),50000000.0,18.932589605514252,19.2492640091471,19.141718895390603,18.948728427596485,18.01463592913939,19.26045758445077,18.813576914867085
Christmas with the Kranks(2004),50000000.0,19.184317257055163,18.57440886456495,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.98235398640412
V for Vendetta(2006),50000000.0,18.904137987757302,19.17852081294799,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,15.7295503586238
Outbreak(1995),50000000.0,18.701154552713742,19.107092252798846,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,19.38447000987544
Race to Witch Mountain(2009),50000000.0,18.620519971094105,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,15.7295503586238
The Forgotten(2004),50000000.0,18.674485801318326,18.855754318161196,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.44596563207264
Herbie: Fully Loaded(2005),50000000.0,19.18911894262023,19.2920203919416,18.275310324703984,18.690782015128054,19.19151692521183,19.26045758445077,15.7295503586238
Shanghai Knights(2003),50000000.0,18.781834348540464,18.760165346876683,18.275310324703984,18.145658965932853,18.16216731290656,19.26045758445077,15.7295503586238
Planes: Fire and Rescue(2014),50000000.0,18.845324615991156,19.170968751124963,19.524538422716148,19.051088964399423,19.19151692521183,19.26045758445077,19.19392540159868
Curious George(2006),50000000.0,18.721202627031357,17.808199658742765,18.655229440258736,17.98362089775925,18.01463592913939,19.26045758445077,19.118179303891296
American Reunion(2012),50000000.0,18.655121326873793,18.70209526892462,18.275310324703984,19.1894867157629,18.01463592913939,17.90034899737404,18.96811335385577
Hansel & Gretel: Witch Hunters(2013),50000000.0,19.043625559549678,19.13599756401263,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.838549354437042
I am Number Four(2011),50000000.0,18.962824705338765,19.180687873708248,18.275310324703984,18.1041296577019,18.873247430393473,19.26045758445077,18.728237905570552
Don’t Say a Word(2001),50000000.0,18.172984044494,18.548656082534592,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.67911198517145
13 Hours: The Secret Soldiers of Benghazi(2016),50000000.0,19.04068593590832,18.27421377472255,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,18.76993673392311
Unfaithful(2002),50000000.0,18.639621960524124,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.598026615747482
American Made(2017),50000000.0,18.46638191000894,18.547041581428008,18.275310324703984,18.1041296577019,17.97936544889208,18.139730905563592,18.734245571339404
Syriana(2005),50000000.0,18.640476018023158,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.111937395367818
Resident Evil: Apocalypse(2004),50000000.0,19.597977481649647,18.904814680596388,18.275310324703984,19.11160262586265,18.873247430393473,17.834108927330956,15.7295503586238
The Book of Life(2014),50000000.0,18.52705274120747,18.81703241746178,19.524538422716148,18.1041296577019,18.77027429612816,19.26045758445077,19.171411902598777
Absolute Power(1997),50000000.0,18.4732967702257,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.48525667232753
Firewall(2006),50000000.0,18.66628121940693,18.763874393799526,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.827456930911065
The Game(1997),50000000.0,19.242904614982592,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
G.I. Jane(1997),50000000.0,18.205119313804495,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.240019046983306
Into the Storm(2014),50000000.0,18.93255162413281,19.25648232951341,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.64234173100828
The Judge(2014),50000000.0,18.574977673060033,18.2308243371954,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.283648080150506
Silent Hill(2006),50000000.0,18.270959024662606,18.73703048340223,18.275310324703984,18.088730939700678,18.01463592913939,17.834108927330956,15.7295503586238
The Replacements(2000),50000000.0,18.374754722952716,17.88502414043094,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,17.822649402293138
The Negotiator(1998),50000000.0,18.700509692607895,18.383098773063043,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.752102372640945
War Dogs(2016),50000000.0,18.830846024094456,18.462608992599183,18.275310324703984,18.1041296577019,17.97936544889208,17.90034899737404,18.86493309478306
Beverly Hills Cop III(1994),50000000.0,18.655196567803564,17.808199658742765,18.275310324703984,19.25239136088745,18.01463592913939,18.97985589795907,15.7295503586238
Gremlins 2: The New Batch(1990),50000000.0,18.41071802085572,19.374523627498476,18.275310324703984,18.31888853209713,18.77027429612816,17.90034899737404,19.38447000987544
The Peacemaker(1997),50000000.0,18.588446998931584,18.359933306694003,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,17.862817019574983
Out of Time(2003),50000000.0,18.32794511980072,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Bridget Jones: The Edge Of Reason(2004),50000000.0,19.217983279642162,18.582251002880092,18.275310324703984,19.302817094550306,18.01463592913939,18.157693837343455,18.445601281708967
The Beach(2000),50000000.0,18.23014733928738,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Adventures of Sharkboy and Lavagirl in 3-D(2005),50000000.0,18.297603034688823,19.16695624480902,18.275310324703984,18.1041296577019,19.19151692521183,19.26045758445077,18.54049234102636
On Deadly Ground(1994),50000000.0,17.392515201182327,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,15.7295503586238
Ninja Assassin(2009),50000000.0,18.927745445020484,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.831310182244714
Raising Helen(2004),50000000.0,18.499619169524347,18.783525241893592,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.78999335992639
The Nice Guys(2016),50000000.0,18.73273519316124,18.635418303775122,18.275310324703984,18.1041296577019,18.16216731290656,17.243450079381812,18.67244969441995
For Love of the Game(1999),50000000.0,18.679260329170017,17.84621621956464,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Jack Frost(1998),50000000.0,18.406839056894704,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,17.265364620139838
Marmaduke(2010),50000000.0,18.564325889630155,17.808199658742765,19.141718895390603,18.1041296577019,19.19151692521183,19.26045758445077,18.882889767251797
Striptease(1996),50000000.0,18.55451955570144,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Hereafter(2010),50000000.0,18.950403195289535,18.940623305895613,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,19.00134992859526
Murder by Numbers(2002),50000000.0,18.394337171401958,18.077759069664385,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.189463190814575
Assassins(1995),50000000.0,18.923751776866457,18.40401151577747,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.865045587436672
Zoolander 2(2016),50000000.0,18.821932870026284,18.70471827096517,18.275310324703984,17.828280677373026,18.01463592913939,17.90034899737404,18.806734060967752
Defiance(2009),50000000.0,18.597696618745385,18.059405654580956,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,17.80492870444925
Hannibal Rising(2007),50000000.0,18.386520222380057,18.289886769113483,18.275310324703984,19.221112390616792,18.16216731290656,18.139730905563592,15.7295503586238
The Story of Us(1999),50000000.0,18.45322866444752,18.582251002880092,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,15.7295503586238
The Host(2013),50000000.0,18.46572218218611,19.089302513801606,18.275310324703984,18.1041296577019,18.873247430393473,18.139730905563592,17.735115265486435
Basic(2003),50000000.0,18.42287521089022,17.871653241369238,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.857005811733718
Run All Night(2015),50000000.0,18.35804463241503,18.468637129717195,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,19.11383948192077
Blood Work(2002),50000000.0,18.522689186709865,18.855754318161196,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.78105015384049
The International(2009),50000000.0,18.227334052639694,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Escape from L.A.(1996),50000000.0,16.860086559081065,19.544042197815415,18.275310324703984,16.998938080875284,18.873247430393473,18.97985589795907,15.7295503586238
Twisted(2004),50000000.0,18.448760909304067,18.05555605683321,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,17.24234227048826
The Life Aquatic with Steve Zissou(2004),50000000.0,18.42881603319278,18.561857024851875,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.910295328117478
The Iron Giant(1999),50000000.0,19.019757346406646,18.286832170174637,18.655229440258736,18.1041296577019,19.19151692521183,19.26045758445077,15.7295503586238
Your Highness(2011),50000000.0,18.340137157381957,18.674334890215082,18.275310324703984,18.1041296577019,18.77027429612816,17.90034899737404,18.896342162731763
Snowden(2016),50000000.0,17.870957161362554,17.986294997197614,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,17.7591642587882
Dream House(2011),50000000.0,18.358993786812967,18.726714023768427,18.275310324703984,18.1041296577019,18.01463592913939,17.834108927330956,17.978737636879806
Free State of Jones(2016),50000000.0,18.248062196840927,18.55603746494722,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,17.443770025367897
Gamer(2009),50000000.0,17.816737948762903,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,18.070309464558836
Man of the House(2005),50000000.0,18.030367965698087,18.882441803862307,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
The Life of David Gale(2003),50000000.0,17.718105084404538,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Beautiful Creatures(2013),50000000.0,18.5437925976113,19.09704455712499,18.275310324703984,18.1041296577019,18.77027429612816,18.139730905563592,18.21390935207452
Eastern Promises(2007),50000000.0,18.097097844020652,18.49747219824912,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Baby's Day Out(1994),50000000.0,18.379308523357313,18.548656082534592,18.275310324703984,18.1041296577019,18.01463592913939,19.26045758445077,15.7295503586238
The Messenger: The Story of Joan of Arc(1999),50000000.0,18.62601777464295,17.808199658742765,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Fair Game(1995),50000000.0,19.01809546904646,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.97985589795907,18.865045587436672
Drive Angry(2011),50000000.0,17.918707071222038,18.861808584969406,18.275310324703984,18.1041296577019,18.77027429612816,18.97985589795907,15.7295503586238
Mad City(1997),50000000.0,17.266387022715726,18.80483195101372,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
The Scarlet Letter(1995),50000000.0,15.350718760810137,18.053687714796354,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Domino(2005),50000000.0,18.88386290566941,18.31172462889185,18.275310324703984,18.1041296577019,17.97936544889208,18.97985589795907,15.7295503586238
Jade(1995),50000000.0,18.929994793115142,18.093031159289822,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Street Fighter: The Legend of Chun-Li(2009),50000000.0,18.8960488634526,18.7781976915509,18.275310324703984,17.78638867073724,18.01463592913939,18.97985589795907,15.7295503586238
Death to Smoochy(2002),50000000.0,18.39200079046123,18.16852145237896,18.275310324703984,18.1041296577019,18.01463592913939,17.243450079381812,15.7295503586238
Early Man(2018),50000000.0,18.393744430309955,18.9883975045577,18.467569537211936,18.1041296577019,19.19151692521183,19.26045758445077,17.960994203965747
The Big Bounce(2004),50000000.0,18.091237028122073,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
What Planet Are You From?(2000),50000000.0,18.297833058129875,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,15.7295503586238
Child 44(2015),50000000.0,17.757863676447784,17.55380765562488,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,17.666420938594985
Upside Down(2013),50000000.0,17.3770433048576,18.977841103857507,18.275310324703984,18.1041296577019,18.873247430393473,18.157693837343455,17.528903940017535
Shanghai(2015),50000000.0,18.097512986551536,17.997802707542647,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.583390985467013
The One(2001),49000000.0,18.67442660137224,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,15.7295503586238
Chappie(2015),49000000.0,18.9654824179365,19.131591176600114,18.275310324703984,18.1041296577019,18.873247430393473,18.97985589795907,19.322250631016107
The Adventures of Ford Fairlane(1990),49000000.0,18.02013238617707,18.62073143091173,18.275310324703984,18.1041296577019,18.36012208329262,17.90034899737404,18.865045587436672
Anna Karenina(2012),49000000.0,18.588712545591477,18.272806663987026,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,18.306522738894
Indiana Jones and the Last Crusade(1989),48000000.0,19.56436728723436,19.255250482161124,18.275310324703984,19.98590655869238,18.77027429612816,19.26045758445077,20.32877095859611
The Ring(2002),48000000.0,19.16168257001173,19.06599960753698,18.275310324703984,18.884925232630454,18.01463592913939,17.834108927330956,18.91935066355646
Traffic(2000),48000000.0,18.43168225711853,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,15.7295503586238
Panic Room(2002),48000000.0,19.268448648658982,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,15.7295503586238
Taken 3(2015),48000000.0,19.180230861976487,19.049100738842096,18.275310324703984,19.521876162390964,18.01463592913939,18.97985589795907,18.659973515983072
The Thomas Crown Affair(1999),48000000.0,18.62638960884716,18.76896381204008,18.275310324703984,18.542932689040473,18.01463592913939,17.687104458583065,15.7295503586238
The Bone Collector(1999),48000000.0,18.732001203280145,18.05555605683321,18.275310324703984,18.1041296577019,18.01463592913939,18.139730905563592,18.58069393344661
Three Kings(1999),48000000.0,18.689534586119464,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,18.97985589795907,18.634324246072833
Tooth Fairy(2010),48000000.0,18.652798599231616,17.808199658742765,18.275310324703984,18.1041296577019,18.77027429612816,19.26045758445077,18.765953376337954
Rat Race(2001),48000000.0,18.634186207880212,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.754660481459986
3:10 to Yuma(2007),48000000.0,18.464277485495128,18.444498588624157,18.275310324703984,18.1041296577019,18.16216731290656,17.75837214108549,18.89414177283453
K-PAX(2001),48000000.0,18.027533008618448,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,15.7295503586238
Kate and Leopold(2001),48000000.0,18.49397417082118,18.75529892960659,18.275310324703984,18.1041296577019,18.77027429612816,18.157693837343455,15.7295503586238
Bedazzled(2000),48000000.0,18.65811437882193,18.8205441554212,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.515056821986562
Out of Sight(1998),48000000.0,18.635924384862648,18.143245327240344,18.275310324703984,18.1041296577019,18.01463592913939,17.687104458583065,18.230051562376435
The Cotton Club(1984),48000000.0,18.33956550614936,17.815035505679685,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Rambo(2008),47500000.0,18.91620383315306,19.544042197815415,18.275310324703984,18.992821322356633,18.01463592913939,18.97985589795907,15.7295503586238
The Infiltrator(2016),47500000.0,17.50765463716799,18.449350011505377,18.275310324703984,18.1041296577019,17.97936544889208,18.139730905563592,16.493123744359423
Dick Tracy(1990),47000000.0,18.845838675859937,18.855300628641228,18.275310324703984,18.1041296577019,19.860839450804544,18.97985589795907,18.910295328117478
Arrival(2016),47000000.0,18.77509940715497,18.97559046662101,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,18.547407659376116
The Cable Guy(1996),47000000.0,18.640463622720116,17.808199658742765,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,18.197721682427066
Earth(2009),47000000.0,18.53474956001216,18.394488131985582,18.275310324703984,18.1041296577019,16.594051807777994,16.220524442519995,18.45771078269925
Riding in Cars with Boys(2001),47000000.0,18.142245744972104,18.053354011383107,18.275310324703984,18.1041296577019,17.97936544889208,17.687104458583065,15.7295503586238
Happily N'Ever After(2007),47000000.0,17.355779765137836,18.869764426276316,19.524538422716148,17.355779765137836,19.19151692521183,19.26045758445077,15.7295503586238
Solaris(2002),47000000.0,18.436350642074622,17.808199658742765,18.275310324703984,18.1041296577019,18.873247430393473,17.687104458583065,19.817250958919217
Jonah Hex(2010),47000000.0,18.512994400708955,19.63126864006602,18.275310324703984,18.1041296577019,18.16216731290656,18.97985589795907,15.7295503586238
Mary Reilly(1996),47000000.0,17.681345344448868,17.808199658742765,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,15.7295503586238
Silence(2016),46500000.0,17.880046725964267,17.693618377422315,18.275310324703984,18.1041296577019,18.16216731290656,17.687104458583065,16.833576261821946
My Best Friend's Wedding(1997),46000000.0,19.092118107041337,18.54003589238413,18.275310324703984,18.1041296577019,18.01463592913939,17.90034899737404,19.4203877986794
America's Sweethearts(2001),46000000.0,18.835790777536168,18.314750234697662,18.275310324703984,18.1041296577019,18.01463592913939,18.157693837343455,18.44596563207264
Star Trek: First Contact(1996),46000000.0,18.114519642306906,19.32669340333768,18.275310324703984,18.968878565330364,18.873247430393473,19.26045758445077,15.7295503586238
